Quotazioni Immobiliari : Valori di Mercato - Semestre 2025/1 - elaborazione del 21-FEB-26
Area_territoriale;Regione;Prov;Comune_ISTAT;Comune_cat;Sez;Comune_amm;Comune_descrizione;Fascia;Zona;LinkZona;Cod_Tip;Descr_Tipologia;Stato;Stato_prev;Compr_min;Compr_max;Sup_NL_compr;Loc_min;Loc_max;Sup_NL_loc;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;14;Posti auto coperti;NORMALE;P;2250;3300;L;8,7;13;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;15;Posti auto scoperti;NORMALE;P;1750;2600;L;8,5;12,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;1;Ville e Villini;NORMALE;P;4700;7000;L;10,1;14,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;9;Magazzini;NORMALE;P;840;1350;L;3,5;5,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;5;Negozi;OTTIMO; ;2500;4800;L;15,1;30,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;5;Negozi;NORMALE;P;1250;2400;L;7,2;14,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;6;Uffici;NORMALE;P;1800;3100;L;6,4;12,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;18;Uffici strutturati;NORMALE;P;2300;3300;L;9,8;15,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B02;GE00003317;10;Laboratori;NORMALE;P;920;1700;L;4,7;6,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;20;Abitazioni civili;NORMALE;P;2250;3300;L;7,7;11,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;21;Abitazioni di tipo economico;NORMALE;P;1350;2000;L;5,9;8,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;16;Autorimesse;NORMALE;P;1500;2200;L;6,4;9,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;13;Box;NORMALE;P;2650;3900;L;12,9;19;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;14;Posti auto coperti;NORMALE;P;2450;3600;L;11,9;17,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;15;Posti auto scoperti;NORMALE;P;2400;3500;L;11,2;16,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;17;Centri commerciali;NORMALE;P;1500;2300;L;7,9;12,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;9;Magazzini;NORMALE;P;820;1300;L;3,1;4,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;5;Negozi;OTTIMO; ;3500;6000;L;15,8;29,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;5;Negozi;NORMALE;P;1850;3600;L;8;15,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;6;Uffici;OTTIMO;P;2300;3700;L;7,6;14,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;7;Capannoni tipici;NORMALE;P;720;1000;L;3,5;5,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B05;GE00003359;10;Laboratori;NORMALE;P;950;1450;L;4,3;6,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;20;Abitazioni civili;NORMALE;P;2000;2950;L;8,3;12,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;21;Abitazioni di tipo economico;NORMALE;P;1650;2400;L;6,4;9,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;16;Autorimesse;NORMALE;P;1350;1950;L;5,3;7,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;13;Box;NORMALE;P;2600;3800;L;9,5;14,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;14;Posti auto coperti;NORMALE;P;1800;2650;L;7,9;11,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;15;Posti auto scoperti;NORMALE;P;1800;2650;L;7,7;11,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;9;Magazzini;NORMALE;P;435;860;L;3,7;7,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;5;Negozi;NORMALE;P;1150;2250;L;8,1;16,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;5;Negozi;OTTIMO; ;2250;4200;L;16,9;33,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;5;Negozi;SCADENTE; ;690;1300;L;5,2;10,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;6;Uffici;NORMALE;P;1250;2450;L;5,9;11,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B06;GE00003360;10;Laboratori;NORMALE;P;790;1500;L;4,5;7,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;20;Abitazioni civili;NORMALE;P;1700;2500;L;8,1;12,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;21;Abitazioni di tipo economico;NORMALE;P;1450;2150;L;6,5;9,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;19;Abitazioni signorili;NORMALE;P;2350;3500;L;8,2;12,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;16;Autorimesse;NORMALE;P;1350;2000;L;5,9;8,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;13;Box;NORMALE;P;2450;3600;L;11,8;15,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;14;Posti auto coperti;NORMALE;P;2350;3500;L;11,5;15,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;15;Posti auto scoperti;NORMALE;P;2200;3000;L;9,5;13,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;9;Magazzini;NORMALE;P;560;1050;L;3,7;7,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;5;Negozi;SCADENTE; ;690;1350;L;5,6;9,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;5;Negozi;OTTIMO; ;2000;3900;L;15,5;30,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;5;Negozi;NORMALE;P;920;1800;L;8,1;15,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;6;Uffici;NORMALE;P;1000;1750;L;6,5;12,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B7;GE00011086;10;Laboratori;NORMALE;P;680;1350;L;3,8;6,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;20;Abitazioni civili;NORMALE;P;2100;3100;L;8,2;12,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;21;Abitazioni di tipo economico;NORMALE;P;1600;2350;L;7;10,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;19;Abitazioni signorili;NORMALE;P;3200;4700;L;8,3;12,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;16;Autorimesse;NORMALE;P;1500;2200;L;6,4;9,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;13;Box;NORMALE;P;2700;4000;L;12,9;19,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;14;Posti auto coperti;NORMALE;P;2650;3900;L;13,1;19,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;15;Posti auto scoperti;NORMALE;P;2500;3700;L;10,6;15,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;9;Magazzini;NORMALE;P;950;1500;L;4,2;8,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;5;Negozi;OTTIMO; ;2750;5400;L;17,9;35,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;5;Negozi;NORMALE;P;1300;2550;L;8,8;17,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;6;Uffici;NORMALE;P;1300;2550;L;6,4;12,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;B;B8;GE00011087;10;Laboratori;NORMALE;P;1250;2000;L;4,9;8,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;20;Abitazioni civili;NORMALE;P;1400;2050;L;6,7;9,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;21;Abitazioni di tipo economico;NORMALE;P;1000;1450;L;5,1;7,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;19;Abitazioni signorili;NORMALE;P;2400;3500;L;7,9;11,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;16;Autorimesse;NORMALE;P;1350;2000;L;5,8;8,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;13;Box;NORMALE;P;2550;3800;L;9,1;13,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;14;Posti auto coperti;NORMALE;P;2350;3500;L;8,9;13,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;15;Posti auto scoperti;NORMALE;P;2100;3100;L;8,4;12,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;9;Magazzini;NORMALE;P;510;1000;L;2,4;4,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;5;Negozi;NORMALE;P;860;1700;L;6;11,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;6;Uffici;NORMALE;P;1450;2200;L;7,2;11,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C01;GE00003320;10;Laboratori;NORMALE;P;850;1350;L;3,7;5,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;20;Abitazioni civili;NORMALE;P;1300;1900;L;5,9;8,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;21;Abitazioni di tipo economico;NORMALE;P;990;1450;L;5,5;8,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;16;Autorimesse;NORMALE;P;1050;1550;L;4,8;7,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;13;Box;NORMALE;P;1750;2600;L;7,2;10,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;14;Posti auto coperti;NORMALE;P;1450;2150;L;6,9;10,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;15;Posti auto scoperti;NORMALE;P;1100;1600;L;6,6;9,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;9;Magazzini;NORMALE;P;480;950;L;3,2;6,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;5;Negozi;OTTIMO; ;1450;2800;L;12,6;23,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;5;Negozi;NORMALE;P;660;1250;L;6,8;13,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;6;Uffici;NORMALE;P;1300;2150;L;5,8;10,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C02;GE00003321;10;Laboratori;NORMALE;P;680;1350;L;4,5;8,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;20;Abitazioni civili;NORMALE;P;1250;1850;L;5,5;8,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;21;Abitazioni di tipo economico;NORMALE;P;910;1350;L;5,3;7,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;16;Autorimesse;NORMALE;P;1000;1450;L;4,4;6,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;13;Box;NORMALE;P;1550;2300;L;6,8;10,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;14;Posti auto coperti;NORMALE;P;1450;2150;L;6,3;9,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;15;Posti auto scoperti;NORMALE;P;1400;2050;L;6,1;9,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;9;Magazzini;NORMALE;P;530;1050;L;3,7;7,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;5;Negozi;NORMALE;P;730;1450;L;11,1;22,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;6;Uffici;NORMALE;P;1250;2150;L;5,9;9,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;7;Capannoni tipici;NORMALE;P;760;1100;L;4,2;5,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C03;GE00003322;10;Laboratori;NORMALE;P;710;1400;L;4,3;6,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;20;Abitazioni civili;NORMALE;P;1450;2150;L;5,9;8,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;21;Abitazioni di tipo economico;NORMALE;P;1350;1950;L;5,5;8,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;16;Autorimesse;NORMALE;P;1250;1800;L;5;7,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;13;Box;NORMALE;P;1850;2750;L;6,9;10,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;14;Posti auto coperti;NORMALE;P;1400;2050;L;6,5;9,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;15;Posti auto scoperti;NORMALE;P;1350;2000;L;6,2;9,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;9;Magazzini;NORMALE;P;560;1100;L;3,1;5,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;5;Negozi;NORMALE;P;930;1850;L;9,4;18,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;6;Uffici;NORMALE;P;1400;2500;L;6,2;10,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C04;GE00003323;10;Laboratori;NORMALE;P;950;1600;L;4,5;7,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;20;Abitazioni civili;NORMALE;P;1750;2600;L;6,5;9,6;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;21;Abitazioni di tipo economico;NORMALE;P;1450;2150;L;6;8,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;19;Abitazioni signorili;NORMALE;P;2750;4100;L;8,2;11,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;16;Autorimesse;NORMALE;P;1250;1850;L;4,8;7,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;13;Box;NORMALE;P;2000;2950;L;6,6;9,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;14;Posti auto coperti;NORMALE;P;1700;2450;L;6,1;9,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;15;Posti auto scoperti;NORMALE;P;1150;1700;L;5;7,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;9;Magazzini;NORMALE;P;530;1050;L;3,3;6,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;5;Negozi;NORMALE;P;980;1950;L;9,9;19,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;6;Uffici;NORMALE;P;1550;2650;L;6,2;11,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;7;Capannoni tipici;NORMALE;P;810;1100;L;4,2;5,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C05;GE00003324;10;Laboratori;NORMALE;P;770;1400;L;4,1;6,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;20;Abitazioni civili;NORMALE;P;2350;3500;L;7,5;11,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;21;Abitazioni di tipo economico;NORMALE;P;1950;2850;L;6,8;10,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;19;Abitazioni signorili;NORMALE;P;3300;4900;L;9;13,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;16;Autorimesse;NORMALE;P;1400;2050;L;5,7;8,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;13;Box;NORMALE;P;2350;3500;L;7,1;10,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;14;Posti auto coperti;NORMALE;P;1850;2750;L;6,6;9,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;15;Posti auto scoperti;NORMALE;P;1550;2300;L;6,3;9,4;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;1;Ville e Villini;NORMALE;P;4300;6400;L;9,7;14,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;9;Magazzini;NORMALE;P;600;1100;L;3,3;6,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;5;Negozi;SCADENTE; ;960;1900;L;6,9;11,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;5;Negozi;OTTIMO;P;3300;5400;L;19,9;37,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;5;Negozi;NORMALE; ;1950;3600;L;11,1;20,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;6;Uffici;NORMALE;P;2150;3500;L;6;11,7;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;7;Capannoni tipici;NORMALE;P;810;1100;L;4,2;5,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C06;GE00003350;10;Laboratori;NORMALE;P;790;1300;L;4,3;7,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;20;Abitazioni civili;NORMALE;P;1350;2000;L;6,4;9,5;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;21;Abitazioni di tipo economico;NORMALE;P;940;1400;L;5,6;8,3;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;13;Box;NORMALE;P;1450;2100;L;8,2;12,2;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;15;Posti auto scoperti;NORMALE;P;1250;1850;L;7,3;10,9;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;9;Magazzini;NORMALE;P;560;1100;L;3,1;5,8;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;5;Negozi;NORMALE;P;780;1550;L;7,1;14,1;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;6;Uffici;NORMALE;P;1350;2100;L;7,3;10;L;
NORD-OVEST;LIGURIA;GE;7010025;G1AA; ;D969;GENOVA;C;C09;GE00003334;10;Laboratori;NORMALE;P;880;1500;L;4,4;6,9;L;
